1.0,66,5.94,74.8
2.0,63,5.94,74.8
0.9,62,5.94,74.8
0.7,60,5.94,74.8
0.8,59,5.94,74.8
0.9,58,5.94,74.8
0.8,57,5.94,74.8
1.5,56,5.94,74.8
2.0,56,5.94,74.8
7.0,74,5.94,74.8
1.2,72,5.94,74.8
1.4,71,5.94,74.8
2.0,69,5.94,74.8
1.5,68,5.94,74.8
0.2,66,5.94,74.8
1.0,63,5.94,74.8
0.7,61,5.94,74.8
1.9,60,5.94,74.8
0.5,58,5.94,74.8
0.3,57,5.94,74.8
0.2,56,5.94,74.8
0.8,56,5.94,74.8
0.5,55,5.94,74.8
1.2,56,5.94,74.8
0.8,56,5.94,74.8
7.6,66,5.94,74.9
1.2,65,5.94,74.8
0.8,63,5.94,74.8
0.8,62,5.94,74.8
7.1,70,5.94,74.8
7.4,70,5.94,74.8
10.2,69,5.94,74.8
3.8,68,5.94,74.8
1.7,67,5.94,74.8
2.4,65,5.94,74.8
2.2,64,5.94,74.8
1.7,61,5.94,74.8
1.9,60,5.94,74.8
5.8,59,5.94,74.8
2.0,59,5.94,74.8
1.9,59,5.94,74.8
2.7,59,5.94,74.8
0.9,59,5.94,74.8
0.8,57,5.94,74.8
0.7,57,5.94,74.8
0.9,57,5.94,74.8
0.0,57,5.94,74.8
1.7,57,5.94,74.8
0.7,57,5.94,74.8
1.2,57,5.94,74.8
1.4,66,5.94,74.8
0.8,65,5.94,74.8
1.0,63,5.94,74.8
1.9,62,5.94,74.8
0.3,60,5.94,74.8
0.7,59,5.94,74.8
3.0,58,5.94,74.8
2.2,58,5.94,74.8
1.5,59,5.94,74.8
1.2,58,5.94,74.8
1.2,57,5.94,74.8
0.7,57,5.94,74.8
0.2,57,5.94,74.8
0.5,56,5.94,74.8
2.0,57,5.94,74.8
2.2,57,5.94,74.8
1.7,58,5.94,74.8
2.0,57,5.94,74.8
0.7,58,5.94,74.8
1.3,57,5.94,74.8
4.6,66,5.94,74.8
0.7,65,5.94,74.8
0.7,63,5.94,74.8
1.0,62,5.94,74.8
2.1,60,5.94,74.8
3.5,59,5.94,74.8
1.0,67,5.94,74.8
0.8,64,5.94,74.8
0.3,62,5.94,74.8
1.0,61,5.94,74.8
1.4,60,5.94,74.8
1.0,58,5.94,74.8
0.8,57,5.94,74.8
0.8,56,5.94,74.8
3.2,64,5.94,74.8
0.7,62,5.94,74.8
0.9,61,5.94,74.8
1.3,59,5.94,74.8
1.9,58,5.94,74.8
1.8,57,5.94,74.8
2.4,65,5.94,74.8
3.8,64,5.94,74.8
1.4,62,5.94,74.8
0.5,61,5.94,74.8
0.5,59,5.94,74.8
0.5,58,5.94,74.8
0.5,56,5.94,74.8
0.7,55,5.94,74.8
0.9,55,5.94,74.8
0.3,54,5.94,74.8
0.3,55,5.94,74.8
1.0,55,5.94,74.8
8.0,64,5.94,74.8
2.5,70,5.94,74.8
1.7,69,5.94,74.8
1.3,67,5.94,74.8
1.0,66,5.94,74.8
3.2,63,5.94,74.8
0.5,61,5.94,74.8
5.7,59,5.94,74.8
1.1,68,5.94,74.8
0.0,65,5.94,74.8
0.8,63,5.94,74.8
2.9,62,5.94,74.8
3.7,61,5.94,74.8
1.2,60,5.94,74.8
0.8,59,5.94,74.8
0.5,56,5.94,74.8
2.2,64,5.94,74.8
2.5,63,5.94,74.8
2.2,62,5.94,74.8
2.4,61,5.94,74.8
1.5,59,5.94,74.8
3.3,58,5.94,74.8
1.4,65,5.94,74.8
1.2,63,5.94,74.8
0.8,61,5.94,74.8
3.1,60,5.94,74.8
2.9,59,5.94,74.8
2.4,58,5.94,74.8
1.3,57,5.94,74.8
1.9,57,5.94,74.8
0.7,56,5.94,74.8
1.7,56,5.94,74.8
3.0,64,5.94,74.8
0.8,62,5.94,74.8
2.4,61,5.94,74.8
0.7,59,5.94,74.8
3.1,58,5.94,74.8
1.7,58,5.94,74.8
0.8,57,5.94,74.8
2.5,66,5.94,74.8
1.4,64,5.94,74.8
1.7,63,5.94,74.8
1.4,60,5.94,74.8
3.4,59,5.94,74.8
0.3,58,5.94,74.8
0.9,56,5.94,74.8
0.8,56,5.94,74.8
0.8,56,5.94,74.8
0.2,55,5.94,74.8
0.8,54,5.94,74.8
0.5,54,5.94,74.8
0.5,54,5.94,74.8
0.8,54,5.94,74.8
1.0,54,5.94,74.8
1.7,55,5.94,74.8
0.7,55,5.94,74.8
1.9,64,5.94,74.8
2.0,62,5.94,74.8
1.2,60,5.94,74.8
1.2,59,5.94,74.8
1.0,57,5.94,74.8
1.2,56,5.94,74.8
1.5,56,5.94,74.8
1.3,55,5.94,74.8
4.0,56,5.94,74.8
1.4,56,5.94,74.8
11.1,67,5.94,74.8
0.7,66,5.94,74.8
2.2,64,5.94,74.8
1.0,63,5.94,74.8
2.5,60,5.94,74.8
2.7,59,5.94,74.8
3.4,58,5.94,74.8
1.4,58,5.94,74.8
1.2,57,5.94,74.8
3.2,58,5.94,74.8
3.4,58,5.94,74.8
5.0,57,5.94,74.8
2.8,57,5.94,74.8
2.8,57,5.94,74.8
2.5,57,5.94,74.8
4.6,57,5.94,74.8
2.3,56,5.94,74.8
1.8,56,5.94,74.8
4.6,57,5.94,74.8
10.6,57,5.94,74.8
2.2,57,5.94,74.8
1.0,57,5.94,74.8
5.0,57,5.94,74.8
1.2,56,5.94,74.8
1.2,57,5.94,74.8
0.8,57,5.94,74.8
3.4,57,5.94,74.8
0.8,57,5.94,74.8
1.0,57,5.94,74.8
0.8,57,5.94,74.8
0.7,57,5.94,74.8
1.5,57,5.94,74.8
0.8,57,5.94,74.8
1.5,57,5.94,74.8
7.5,57,5.94,74.8
3.2,65,5.94,74.8
1.3,63,5.94,74.8
1.6,62,5.94,74.8
1.0,60,5.94,74.8
4.5,59,5.94,74.8
3.9,66,5.94,74.8
3.6,63,5.94,74.8
2.0,62,5.94,74.8
3.5,60,5.94,74.8
1.8,59,5.94,74.8
4.5,58,5.94,74.8
4.6,58,5.94,74.8
4.1,58,5.94,74.8
6.1,58,5.94,74.8
0.7,58,5.94,74.8
2.6,57,5.94,74.8
2.3,58,5.94,74.8
1.5,57,5.94,74.8
5.0,57,5.94,74.8
3.2,57,5.94,74.8
1.7,57,5.94,74.8
2.8,57,5.94,74.8
10.8,58,5.94,74.8
1.2,58,5.94,74.8
2.5,57,5.94,74.8
7.6,76,5.94,74.8
13.6,75,5.94,74.8
11.3,73,5.94,74.8
11.3,73,5.94,74.8
5.7,73,5.94,74.8
1.8,70,5.94,74.8
2.7,68,5.94,74.8
4.2,67,5.94,74.8
1.1,65,5.94,74.8
2.1,64,5.94,74.8
6.7,61,5.94,74.8
8.4,60,5.94,74.8
5.9,80,5.94,74.8
8.5,78,5.94,74.8
12.0,76,5.94,74.8
2.2,76,5.94,74.8
1.0,74,5.94,74.8
2.0,71,5.94,74.8
2.2,70,5.94,74.8
0.8,68,5.94,74.8
1.7,66,5.94,74.8
1.9,65,5.94,74.8
1.4,63,5.94,74.8
1.2,60,5.94,74.8
1.4,60,5.94,74.8
1.4,60,5.94,74.8
1.9,60,5.94,74.8
3.7,61,5.94,74.8
0.2,60,5.94,74.8
0.8,60,5.94,74.8
2.2,59,5.94,74.8
1.2,60,5.94,74.8
1.2,59,5.94,74.8
0.7,59,5.94,74.8
1.8,59,5.94,74.8
1.8,60,5.94,74.8
2.9,69,5.94,74.8
1.0,68,5.94,74.8
0.3,66,5.94,74.8
2.5,65,5.94,74.8
1.0,64,5.94,74.8
1.3,62,5.94,74.8
1.0,61,5.94,74.8
1.1,59,5.94,74.8
0.2,59,5.94,74.8
0.5,59,5.94,74.8
0.8,59,5.94,74.8
1.0,59,5.94,74.8
1.4,59,5.94,74.8
1.0,60,5.94,74.8
2.6,60,5.94,74.8
1.0,60,5.94,74.8
0.3,59,5.94,74.8
1.0,60,5.94,74.8
1.4,59,5.94,74.8
1.9,59,5.94,74.8
0.8,60,5.94,74.8
1.0,60,5.94,74.8
1.8,60,5.94,74.8
1.2,60,5.94,74.8
0.9,60,5.94,74.8
2.0,60,5.94,74.8
2.5,68,5.94,74.8
3.2,65,5.94,74.8
2.0,64,5.94,74.8
2.2,62,5.94,74.8
1.3,61,5.94,74.8
1.7,61,5.94,74.8
2.6,60,5.94,74.8
1.2,60,5.94,74.8
1.5,60,5.94,74.8
1.3,61,5.94,74.8
1.5,60,5.94,74.8
1.7,60,5.94,74.8
2.3,60,5.94,74.8
1.0,60,5.94,74.8
1.5,61,5.94,74.8
1.9,61,5.94,74.8
1.5,61,5.94,74.8
1.0,61,5.94,74.8
1.4,61,5.94,74.8
1.0,61,5.94,74.8
4.0,61,5.94,74.8
14.2,72,5.94,74.8
0.3,70,5.94,74.8
0.3,69,5.94,74.8
2.7,67,5.94,74.8
2.0,66,5.94,74.8
5.3,65,5.94,74.8
3.1,62,5.94,74.8
3.1,60,5.94,74.8
6.2,60,5.94,74.8
9.9,69,5.94,74.8
4.3,68,5.94,74.8
5.7,65,5.94,74.8
3.2,63,5.94,74.8
4.7,62,5.94,74.8
4.1,60,5.94,74.8
2.8,59,5.94,74.8
3.0,59,5.94,74.8
5.3,59,5.94,74.8
9.2,67,5.94,74.8
5.4,66,5.94,74.8
3.4,64,5.94,74.8
2.3,63,5.94,74.8
1.5,61,5.94,74.8
2.5,60,5.94,74.8
1.8,59,5.94,74.8
7.5,59,5.94,74.8
3.1,59,5.94,74.8
2.3,59,5.94,74.8
1.7,59,5.94,74.8
1.7,59,5.94,74.8
1.0,59,5.94,74.8
1.0,59,5.94,74.8
5.1,70,5.94,74.8
2.6,68,5.94,74.8
1.5,67,5.94,74.8
1.8,65,5.94,74.8
1.5,62,5.94,74.8
2.7,71,5.94,74.8
0.5,69,5.94,74.8
0.5,67,5.94,74.8
0.7,66,5.94,74.8
1.4,64,5.94,74.8
0.7,61,5.94,74.8
1.3,60,5.94,74.8
1.3,60,5.94,74.8
1.7,59,5.94,74.8
0.5,59,5.94,74.8
0.5,59,5.94,74.8
1.2,59,5.94,74.8
1.7,59,5.94,74.8
0.3,59,5.94,74.8
1.0,59,5.94,74.8
1.3,59,5.94,74.8
0.2,59,5.94,74.8
0.7,59,5.94,74.8
0.5,59,5.94,74.8
0.2,59,5.94,74.8
1.7,59,5.94,74.8
3.2,67,5.94,74.8
1.3,65,5.94,74.8
1.0,64,5.94,74.8
1.0,62,5.94,74.8
1.0,61,5.94,74.8
0.7,59,5.94,74.8
1.7,59,5.94,74.8
3.7,68,5.94,74.8
1.7,66,5.94,74.8
2.9,65,5.94,74.8
0.7,63,5.94,74.8
0.8,62,5.94,74.8
3.2,69,5.94,74.8
6.0,69,5.94,74.8
5.2,69,5.94,74.8
4.8,69,5.94,74.8
2.1,68,5.94,74.8
2.7,66,5.94,74.8
6.6,65,5.94,74.8
2.9,62,5.94,74.8
6.0,72,5.94,74.8
3.2,70,5.94,74.8
3.4,69,5.94,74.8
13.0,68,5.94,74.8
5.2,68,5.94,74.8
2.5,67,5.94,74.8
3.1,66,5.94,74.8
1.3,65,5.94,74.8
0.3,63,5.94,74.8
0.3,63,5.94,74.8
1.3,61,5.94,74.8
4.0,69,5.94,74.8
1.2,68,5.94,74.8
0.7,66,5.94,74.8
2.1,65,5.94,74.8
0.5,63,5.94,74.8
0.7,62,5.94,74.8
0.7,61,5.94,74.8
1.2,61,5.94,74.8
0.7,61,5.94,74.8
1.9,61,5.94,74.8
11.9,61,5.94,74.8
1.9,71,5.94,74.8
1.5,69,5.94,74.8
1.2,66,5.94,74.8
0.7,65,5.94,74.8
5.1,73,5.94,74.8
3.8,72,5.94,74.8
0.5,70,5.94,74.8
0.3,68,5.94,74.8
1.2,65,5.94,74.8
1.8,64,5.94,74.8
2.5,63,5.94,74.8
1.5,63,5.94,74.8
0.7,62,5.94,74.8
0.3,61,5.94,74.8
2.7,71,5.94,74.8
0.3,69,5.94,74.8
1.7,67,5.94,74.8
1.5,66,5.94,74.8
1.5,64,5.94,74.8
2.0,63,5.94,74.8
1.2,61,5.94,74.8
1.2,61,5.94,74.8
3.1,61,5.94,74.8
2.4,62,5.94,74.8
3.7,62,5.94,74.8
1.5,60,5.94,74.8
2.7,60,5.94,74.8
4.0,60,5.94,74.8
3.4,60,5.94,74.8
1.8,60,5.94,74.8
1.7,60,5.94,74.8
1.5,59,5.94,74.8
2.6,59,5.94,74.8
1.0,60,5.94,74.8
0.7,60,5.94,74.8
2.7,60,5.94,74.8
3.7,59,5.94,74.8
7.5,69,5.94,74.8
4.3,68,5.94,74.8
3.0,66,5.94,74.8
6.8,65,5.94,74.8
6.5,61,5.94,74.8
2.3,61,5.94,74.8
2.8,60,5.94,74.8
1.6,59,5.94,74.8
3.5,59,5.94,74.8
14.8,60,5.94,74.8
4.3,76,5.94,74.8
4.0,75,5.94,74.8
2.0,73,5.94,74.8
2.7,72,5.94,74.8
0.3,70,5.94,74.8
1.2,69,5.94,74.8
1.5,67,5.94,74.8
1.4,64,5.94,74.8
3.3,63,5.94,74.8
1.4,62,5.94,74.8
4.0,62,5.94,74.8
0.8,63,5.94,74.8
2.8,62,5.94,74.8
2.4,62,5.94,74.8
1.6,61,5.94,74.8
1.7,62,5.94,74.8
2.2,62,5.94,74.8
3.0,63,5.94,74.8
2.2,72,5.94,74.8
1.0,70,5.94,74.8
0.9,67,5.94,74.8
0.3,66,5.94,74.8
2.7,73,5.94,74.8
3.4,72,5.94,74.8
1.0,70,5.94,74.8
0.7,69,5.94,74.8
3.9,66,5.94,74.8
5.4,75,5.94,74.8
4.4,73,5.94,74.8
0.3,72,5.94,74.8
1.5,70,5.94,74.8
4.2,69,5.94,74.8
3.4,68,5.94,74.8
2.8,68,5.94,74.8
3.9,67,5.94,74.8
5.8,66,5.94,74.8
1.8,65,5.94,74.8
2.1,64,5.94,74.8
0.8,63,5.94,74.8
1.3,63,5.94,74.8
2.7,63,5.94,74.8
1.9,63,5.94,74.8
4.5,64,5.94,74.8
5.0,64,5.94,74.8
12.9,73,5.94,74.8
2.8,71,5.94,74.8
3.1,69,5.94,74.8
2.0,66,5.94,74.8
5.0,65,5.94,74.8
7.1,63,5.94,74.8
4.4,62,5.94,74.8
3.3,62,5.94,74.8
5.4,62,5.94,74.8
3.8,62,5.94,74.8
3.4,61,5.94,74.8
5.1,61,5.94,74.8
9.6,69,5.94,74.8
3.6,68,5.94,74.8
5.5,66,5.94,74.8
3.7,63,5.94,74.8
11.8,71,5.94,74.8
3.1,70,5.94,74.8
4.2,68,5.94,74.8
3.3,67,5.94,74.8
12.7,74,5.94,74.8
4.6,73,5.94,74.8
10.4,71,5.94,74.8
5.3,70,5.94,74.8
2.2,68,5.94,74.8
3.1,66,5.94,74.8
2.5,63,5.94,74.8
1.3,62,5.94,74.8
3.0,61,5.94,74.8
8.0,61,5.94,74.8
2.3,70,5.94,74.8
1.3,68,5.94,74.8
1.5,65,5.94,74.8
2.3,63,5.94,74.8
5.8,62,5.94,74.8
33.6,73,5.94,74.8
7.0,73,5.94,74.8
5.3,70,5.94,74.8
7.4,69,5.94,74.8
4.9,67,5.94,74.8
2.8,66,5.94,74.8
2.3,64,5.94,74.8
2.3,62,5.94,74.8
11.0,73,5.94,74.8
19.1,81,5.94,74.8
13.1,80,5.94,74.8
2.2,78,5.94,74.8
7.5,77,5.94,74.8
8.2,75,5.94,74.8
2.0,74,5.94,74.8
2.5,72,5.94,74.8
5.7,70,5.94,74.8
3.3,69,5.94,74.8
3.1,66,5.94,74.8
2.3,64,5.94,74.8
10.5,73,5.94,74.8
11.8,72,5.94,74.8
0.8,70,5.94,74.8
8.8,69,5.94,74.9
13.2,76,5.94,74.9
10.1,75,5.94,74.9
9.6,74,5.94,74.8
1.7,72,5.94,74.8
7.1,71,5.94,74.8
10.0,68,5.94,74.8
14.0,76,5.94,74.8
7.1,75,5.94,74.8
6.6,73,5.94,74.8
6.2,72,5.94,74.8
8.1,80,5.94,74.8
15.6,78,5.94,74.8
7.9,77,5.94,74.8
5.1,75,5.94,74.8
5.1,74,5.94,74.8
7.2,70,5.94,74.8
4.4,69,5.94,74.8
5.1,68,5.94,74.8
8.8,68,5.94,74.8
4.9,68,5.94,74.8
4.9,66,5.94,74.8
9.8,76,5.94,74.8
6.7,75,5.94,74.8
1.9,73,5.94,74.8
1.3,72,5.94,74.8
5.3,69,5.94,74.8
1.0,67,5.94,74.8
1.5,66,5.94,74.8
1.9,65,5.94,74.8
2.0,64,5.94,74.8
6.9,63,5.94,74.8
3.9,72,5.94,74.8
1.5,69,5.94,74.8
2.0,68,5.94,74.8
0.8,66,5.94,74.8
5.0,65,5.94,74.8
3.8,73,5.94,74.8
1.9,71,5.94,74.8
5.1,70,5.94,74.8
6.3,69,5.94,74.8
2.2,68,5.94,74.8
5.0,66,5.94,74.8
12.1,74,5.94,74.8
24.6,74,5.94,74.8
5.5,73,5.94,74.8
4.2,71,5.94,74.8
4.4,70,5.94,74.8
7.3,70,5.94,74.8
22.4,70,5.94,74.8
22.6,72,5.94,74.8
16.0,72,5.94,74.8
3.5,72,5.94,74.8
4.7,72,5.94,74.8
16.4,71,5.94,74.8
7.8,71,5.94,74.8
2.5,70,5.94,74.8
2.0,69,5.94,74.8
1.8,69,5.94,74.8
6.2,80,5.94,74.8
4.1,79,5.94,74.8
4.5,77,5.94,74.8
4.1,74,5.94,74.8
10.3,73,5.94,74.8
2.5,72,5.94,74.8
2.8,70,5.94,74.8
2.4,69,5.94,74.8
1.3,68,5.94,74.8
4.4,67,5.94,74.8
3.9,68,5.94,74.8
3.6,68,5.94,74.8
2.3,67,5.94,74.8
2.2,67,5.94,74.8
1.9,67,5.94,74.8
1.5,66,5.94,74.8
1.7,66,5.94,74.8
1.1,66,5.94,74.8
15.8,66,5.94,74.8
4.1,75,5.94,74.8
5.9,74,5.94,74.8
6.1,71,5.94,74.8
3.4,70,5.94,74.8
4.1,69,5.94,74.8
1.8,69,5.94,74.8
1.9,67,5.94,74.8
2.4,67,5.94,74.8
2.9,67,5.94,74.8
2.7,66,5.94,74.8
6.7,66,5.94,74.8
4.3,67,5.94,74.8
3.7,66,5.94,74.8
3.0,66,5.94,74.8
1.9,66,5.94,74.8
2.5,65,5.94,74.8
8.4,66,5.94,74.8
2.8,74,5.94,74.8
1.7,73,5.94,74.8
1.5,70,5.94,74.8
5.1,69,5.94,74.8
2.9,68,5.94,74.8
2.6,67,5.94,74.8
5.9,66,5.94,74.8
3.9,66,5.94,74.8
4.0,66,5.94,74.8
9.6,67,5.94,74.8
6.9,75,5.94,74.8
5.8,74,5.94,74.8
1.7,72,5.94,74.8
0.3,71,5.94,74.8
3.5,68,5.94,74.8
1.9,67,5.94,74.8
6.2,67,5.94,74.8
7.0,76,5.94,74.8
9.6,75,5.94,74.8
1.7,73,5.94,74.8
2.5,70,5.94,74.8
2.0,69,5.94,74.8
7.5,68,5.94,74.8
3.1,68,5.94,74.8
3.1,66,5.94,74.8
3.4,66,5.94,74.8
2.5,65,5.94,74.8
5.7,74,5.94,74.8
5.6,72,5.94,74.8
2.5,71,5.94,74.8
5.9,69,5.94,74.8
10.9,69,5.94,74.8
3.8,75,5.94,74.8
5.4,74,5.94,74.8
4.2,73,5.94,74.8
8.2,70,5.94,74.8
4.3,70,5.94,74.8
2.2,68,5.94,74.8
4.1,67,5.94,74.8
3.9,67,5.94,74.8
1.5,66,5.94,74.8
3.9,66,5.94,74.8
3.1,65,5.94,74.8
4.8,74,5.94,74.8
5.5,73,5.94,74.8
3.0,72,5.94,74.8
2.4,70,5.94,74.8
4.1,69,5.94,74.8
2.7,68,5.94,74.8
10.8,77,5.94,74.8
3.2,74,5.94,74.8
6.0,73,5.94,74.8
5.5,72,5.94,74.8
9.3,71,5.94,74.8
4.5,70,5.94,74.8
3.9,69,5.94,74.8
4.6,67,5.94,74.8
7.1,67,5.94,74.8
3.6,67,5.94,74.8
2.5,67,5.94,74.8
11.6,75,5.94,74.8
3.0,74,5.94,74.8
0.0,74,5.94,74.8
4.2,71,5.94,74.8
4.5,70,5.94,74.8
2.0,68,5.94,74.8
3.8,67,5.94,74.8
1.5,66,5.94,74.8
6.5,65,5.94,74.8
3.7,73,5.94,74.8
4.2,71,5.94,74.8
8.6,70,5.94,74.8
8.3,69,5.94,74.8
3.8,69,5.94,74.8
3.7,68,5.94,74.8
5.1,67,5.94,74.8
2.7,67,5.94,74.8
3.5,67,5.94,74.8
3.3,67,5.94,74.8
3.9,66,5.94,74.8
6.8,66,5.94,74.8
2.4,66,5.94,74.8
4.2,66,5.94,74.8
2.9,66,5.94,74.8
7.2,76,5.94,74.8
2.9,74,5.94,74.8
4.4,73,5.94,74.8
1.9,70,5.94,74.8
2.1,69,5.94,74.8
2.3,68,5.94,74.8
12.1,68,5.94,74.8
5.9,76,5.94,74.8
3.0,75,5.94,74.8
4.1,72,5.94,74.8
2.1,71,5.94,74.8
7.4,69,5.94,74.8
4.8,68,5.94,74.8
3.2,67,5.94,74.8
4.4,67,5.94,74.8
6.1,66,5.94,74.8
2.7,73,5.94,74.8
1.7,71,5.94,74.8
1.7,69,5.94,74.8
7.3,68,5.94,74.8
5.1,68,5.94,74.8
5.5,67,5.94,74.8
1.7,65,5.94,74.8
1.7,65,5.94,74.8
3.9,73,5.94,74.8
3.1,72,5.94,74.8
4.4,70,5.94,74.8
3.5,69,5.94,74.8
21.3,68,5.94,74.8
10.4,77,5.94,74.8
3.3,75,5.94,74.8
3.2,73,5.94,74.8
1.7,72,5.94,74.8
6.5,71,5.94,74.8
2.2,70,5.94,74.8
3.2,67,5.94,74.8
1.8,66,5.94,74.8
5.9,74,5.94,74.8
3.0,73,5.94,74.8
3.6,71,5.94,74.8
2.3,70,5.94,74.8
3.4,67,5.94,74.8
4.2,67,5.94,74.8
3.6,66,5.94,74.8
2.8,65,5.94,74.8
2.2,64,5.94,74.8
5.4,64,5.94,74.8
4.2,71,5.94,74.8
2.7,70,5.94,74.8
2.6,68,5.94,74.8
5.8,67,5.94,74.8
3.5,67,5.94,74.8
6.0,66,5.94,74.8
1.5,66,5.94,74.8
3.0,64,5.94,74.8
3.0,73,5.94,74.8
2.2,71,5.94,74.8
1.4,70,5.94,74.8
3.4,69,5.94,74.8
3.6,67,5.94,74.8
3.9,66,5.94,74.8
6.5,66,5.94,74.8
2.6,66,5.94,74.8
4.0,65,5.94,74.8
1.3,73,5.94,74.8
4.8,70,5.94,74.8
2.3,69,5.94,74.8
2.8,67,5.94,74.8
4.2,67,5.94,74.8
9.1,67,5.94,74.8
4.0,74,5.94,74.8
6.5,72,5.94,74.8
12.7,72,5.94,74.8
3.2,70,5.94,74.8
3.1,69,5.94,74.8
5.1,68,5.94,74.8
10.5,68,5.94,74.8
4.3,68,5.94,74.8
5.2,67,5.94,74.8
2.7,66,5.94,74.8
8.5,66,5.94,74.8
3.4,75,5.94,74.8
3.1,72,5.94,74.8
1.8,71,5.94,74.8
1.2,69,5.94,74.8
7.8,68,5.94,74.8
2.4,68,5.94,74.8
2.0,66,5.94,74.8
3.3,67,5.94,74.8
4.8,66,5.94,74.8
3.6,74,5.94,74.8
2.9,72,5.94,74.8
2.5,71,5.94,74.8
2.2,69,5.94,74.8
3.9,67,5.94,74.8
6.2,66,5.94,74.8
2.3,65,5.94,74.8
1.7,64,5.94,74.8
5.9,64,5.94,74.8
3.3,73,5.94,74.8
2.0,70,5.94,74.8
4.7,69,5.94,74.8
5.5,68,5.94,74.8
2.5,67,5.94,74.8
3.7,66,5.94,74.8
1.6,65,5.94,74.8
2.4,64,5.94,74.8
5.2,73,5.94,74.8
8.7,71,5.94,74.8
4.0,70,5.94,74.8
2.7,69,5.94,74.8
0.5,68,5.94,74.8
2.1,66,5.94,74.8
2.7,65,5.94,74.8
8.9,74,5.94,74.8
3.8,72,5.94,74.8
2.2,71,5.94,74.8
4.7,69,5.94,74.8
6.5,67,5.94,74.8
1.8,66,5.94,74.8
2.4,65,5.94,74.8
3.9,66,5.94,74.8
5.8,66,5.94,74.8
3.0,67,5.94,74.8
2.4,66,5.94,74.8
6.6,75,5.94,74.8
